,name,duration,rating,review
1178,Nasi Gandul PakBo,6 years ago,1 star,"Very little information. Poorly displayed artifacts, underwhelming really. The band we saw was interesting but that's it"
1179,Ron Nesselaar,4 years ago,1 star,"This place might be popular but it is kind of empty. There's is not a lot to see. It take you about 10 minutes to go around that place. It cost me less than 1 usd to enter, so i guess it is worth the money but can be skip for a much better attractions like the water castle."
1180,Ki Genter Pamungkas,4 years ago,1 star,"Not impressed with this sight the palace is not so impressive, nothing of interest worth seeing in the exhibitions, all looks very out of date. Also no English explanations only Indonesian signs. There are several signs stopping you from going inside the rooms too so you cannot fully walk around."
1181,aldi frastio,6 years ago,1 star,"I didnt find anything interesting there. Like in most of the musuems in this one everything in Indonesian language as well. Very little explanation and not much things to do. I guess to have a normal english speaking guide could help to see this place from different angle. Sadly, I was without a guide."
1182,FUYUNG Utamapls,4 years ago,1 star,This is very small and not very interesting. It is just a few carriages and info about the building and school that used to be there. A guard there told me there is a special exhibition that the ticket includes and took me to a small …
1183,Nguyễn Nam,3 years ago,1 star,"Pro: Cheap ticket, only 7k for both local and foreigner.
Con: Can only see the horse carriages, the rest of the place is closed off. They could at least inform us about this before entering."
1184,Ardian Dian,6 years ago,1 star,Not worth the visit. Everybody tries to sell you stuff and try toget you in some shady tourist attraction. The Palace by itself is ok.
1185,Restu Saharan,4 years ago,1 star,Nothing much to see here. The ticket guy was pretty rude to me.
1186,Farok Raimandi,3 years ago,1 star,"I understand that this is an active palace with a resident family so bits are off limit. However, the parts we could access seemed neglected,  the gallery exhibits were poorly labelled. Some rooms had Indonesian and English labels, some …"
1187,damar jati,4 years ago,1 star,I don't know if it because I travel the world and can see marvelous things or because I'm french and every cities or village have dozens of more interesting things but this place has nothing to see. I guess the real palace is more …
1188,setiawan budi,4 years ago,1 star,The palace was quite empty and poorly-maintained. A big space but can be better utilized. Not a very interesting place to visit for a cultural and historical site that has so much of history in it
1189,CHANNEL SHAFNA,2 years ago,1 star,I recommend taking a guide as there is no english explanation for most exhibits. Unfortunately we didn't and by the time we had realised it was too late to get one. Consequently everything remained utterly meaningless. Given that you have …
1190,Biagi Net chanel,3 years ago,1 star,There's two entrances.. nobody told us that there were two. We went to see the dancers and couldn't find them.. little did we know we went into the wrong entrance. The people that work there should tell you about the other and assume that …
1191,Chris McNabney,4 years ago,1 star,Not that much to see. Most of the palace is a private residence and not open to the public. You can see the covered pavilion where the sultan is crowned but if you're hoping for beautiful Javanese architecture you'll be disappointed. The …
1192,Imam Fauzi,5 years ago,1 star,"Avoid if you could. 1st, this is a tourist trap where historical value has sadly diminished. Next, there are many scammers waiting for you outside the gate. They wear tacky “official badges” and will try to convince you that the Palace is …"
1193,Sallsa Bila,4 years ago,1 star,"Nothing special, they did't let us to go there with baby buggy. You can't go anywhere because of signs don't step, etc. Shade theatre looks ok, nice music:)"
1194,Fatin Jannah,3 years ago,1 star,"Last time I went to Kraton it's about 10 years ago.
When get into the gate you can feel magical aura.
I was so surprise this place unmaintained well. Dust everywhere, display glass …"
1195,Acha Frozen,7 years ago,1 star,"Historic, tourist trap with a policy of gauging foreign visitors who have to pay admission fee of more than 8X compared to locals."
1196,Rodrigo Arce,4 years ago,1 star,Exhibits are not well maintained and are dusty. Presentation could have been better as there is potential for the materials. Lack of English explanations for many exhibits.
1197,anton hartanto900,5 years ago,1 star,"Very drab and boring, only good part was gamelan/dance performance. Maybe better once renovations complete. Visited Sep 2017"
1198,R Heri Triherdadi,4 years ago,1 star,"Not really worth going. Wouldn't want to be the king in this ""palace"" haha. Old castle / Taman Sari is much much nicer and peaceful."
1199,Jefferson Lua,4 years ago,1 star,3D photos tell the history of Yogya which is quite interesting. But that's it. The palace itself is not really nice/ impressive.
1200,Bang Regar,4 years ago,1 star,Beware of the guide as they don't really care about your interest on the history. All they care is for you to visit shops that they recommend. Worse thing is that they prevent you to visit another site of keraton by saying its closed.
1201,Anjani Okta,2 years ago,1 star,"Disappointing.
Not well maintained and preserved (for instance tiles are replaced by corrugated metal sheets)
Museum inside have no interest"
1202,Faiz Ibnu Rayyan,3 years ago,1 star,"Not interesting at all.. I paid for the right to take pics, and didn't even take one. The few information is in local language."
1203,Sultan Pawakkang,4 years ago,1 star,"Boring, little English information and not much to see. Some interesting costumes visible but that is all."
1204,Ilham Anto,4 years ago,1 star,"Cheap palace if you are just around doing nothing, but maybe not worth it...its not explained with ant chart in english just indonesian."
1205,Cindy Van Leerdam,3 years ago,1 star,Okay to step in but the inside of the premise is closed to the public to view. Tourists are allowed only to view outside
1206,Aisha Putri Rinjani,4 years ago,1 star,Nothing really interesting. Maybe it would be worth it if you were local and knowledgeable about its importance.
1207,Shiluit Jait,4 years ago,1 star,A palace that need a major maintenance overhaul. Everything is silent. No explanation. Almost no signs. Nothing in English.
1208,Rsntii 8800,4 years ago,1 star,"A museum from a son to his father. Interesting in that way, but if you are after history and architecture, you might get disappointed."
1209,Bagas Alfin Saputro,6 years ago,1 star,Scammers around there. Just watchout.
1210,Nurhasanah Sukri,5 years ago,1 star,Beautiful Javanese style hotel. Sadly the reception staff are unbelievably arrogant.
1211,Ivan Gunawan,8 months ago,1 star,There's practically nothing to see inside. Not worth the entrance fee.
1212,pablo rodriguez,3 years ago,1 star,"Old fashion still of museum, the most things only in local language"
1213,Maya Widya Hartami,4 years ago,1 star,In my opinion not worth the visit. Not beautiful and guides are totally not understandable
1214,MA CUN,4 years ago,1 star,If u don't understand Indonesian it would be kinda boring
1215,hendra,5 years ago,1 star,Only slightly interesting and not well maintained
1216,rudianto rudianto,5 years ago,1 star,Nothing really to see and all information plaques are in bahasa.
1217,Vivek Sehrawat,3 years ago,1 star,Very simple
1218,dion cell,4 years ago,1 star,You really need a guide to know where to go.
1219,Roszaimy Roslan,5 years ago,1 star,Not a lot of thing to see inside...
1220,Hamdani Isman,6 years ago,1 star,"Having seen Karaton Solo, basic"
1221,jansari simatupang,a year ago,1 star,Underwhelming.  Not worth a visit ...
1222,Sunar Jogja,5 years ago,1 star,Most of the facility is closed for public.
1223,Jayadi Madjedi,5 years ago,1 star,"Boring, not much to see"
1224,Joko Yulianto,4 years ago,1 star,Boring and run down
1225,dewi sartimi,5 years ago,1 star,Nothing much to it really.
1226,Dedy Chandra,4 years ago,1 star,Nothing special really
1227,Noer Yati12,4 years ago,1 star,its historical place
1228,saskia w shafira,6 years ago,1 star,Nothing much to see.
1229,Farida Tik,4 years ago,1 star,i love it
1230,Galuh Prabawati,4 years ago,1 star,So so
1231,Ojiee Nggak Ada Matinya,6 years ago,1 star,Place to visit in yogyakarta
1232,P,2 years ago,1 star,Could be better
1233,Yono Haryono,4 years ago,1 star,Poorly maintained
1234,SUHERMAN EKO SAPUTRO,4 years ago,1 star,Boring
1235,Louis Sommer,3 years ago,1 star,lack of details
1236,el moneer,3 years ago,1 star,No comment
1237,Aris Ayahearkha,5 years ago,1 star,Saya datang pas hari senin sehingga Tutup... yahh belum rejeki... Kebijakan aturan ngikut aja.. Katanya semua museum  dan keraton Senin tutup. Cuman sayang pas momen liburan sekolah datang jauh jauh dari Malang...  Tak bisa masuk
1238,Zaky nur Saputra,5 years ago,1 star,"Entrance fee for foreigners 15,000 rupiah, local 8,000 rupiah
Not a place to go for fun. Visit with the purpose of going to the royal …"
1239,Nurul Safitri,5 years ago,1 star,"Udah ga se asik 11 th yg lalu ke sini,udah di batasi ga bisa masuk ke dalam cuman liat lukisan sm 3 buah kereta kencana doang bayar 15rb/org anak kecil pun di hitung😔terlalu kormersil sih menurut gw...merindukan jogja yg dulu🥲 …"
1240,Syahrul Munir,2 years ago,1 star,"Harus hati-hati ada beberapa oknum tukang becak atau orang diwilayah situ yg menawarkan jasa naik becak, jangan tersihir dengan rayuannya, ditawari 15rb ke 3 lokasi wisata (keraton dalem, Tamansari satu lagi saya lupa) dan diantar sampai …"
1241,moh ibnu malik,a year ago,1 star,"Tahun 80 - 90an tempat ini serasa indah & menarik. Sekarang biasa saja. Tiket masuk 15rb/ orng. Area belakang ditutup. Alhasil hanya area depan saja. Belum lagi saat ini alun2 di depan keraton persis di pagari keliling, makin terasa tidak syahdu. Parkiran mobil super mahal, 30rb/mobil."
1242,MUHAMMAD ABDUL HAKIM HAKIM,3 years ago,1 star,"Kerasa serem aja gitu masuk, apalagi pas museum kereta kuda."
1243,박철호,4 years ago,1 star,Kurang menarik..... Kurang kreatif. Buat lah pertunjukan seni atau apa di dalam jadi menambah seru. Agar kebudayaan dan wisata sejara tidak ketinggalan peminatnya.
1244,Khoirul Anwar,4 years ago,1 star,I can't say that it's well maintained. It seems that there was an exh …
1245,Nisrina Fatin Nabila,5 years ago,1 star,"Tukang becaknya kurang sopan, kita di bawa muter-muter ga jelas, salah satunya tempat batik. trus pas ga beli satupun eh bawa becaknya kayak orang ngamuk dan ngebut banged ( becak menggunakan tenaga motor), hampir saja saya dan anak saya …"
1246,Dwi Andang,4 years ago,1 star,"Intrusive guides, the collection is rather boring / uninteresting, many objects from random Sultans."
1247,Palupi Ayu,4 years ago,1 star,Sangat komersil dan tak terawat.... Itu yg terpintas dipikiran saya begitu masuk...
1248,Ahmad Ghufron,5 years ago,1 star,"Simple. Only the life of the sultan and his entourage are detailed. Quite poor and currently under construction. Yes, there is an interesting musical show. To record you have to pay a plus of 5 …"
1249,danang bima,4 years ago,1 star,"Since he left me nothing inside..
I saw excited locals, but for me ""stranger"" nothing to see so historic or special."
1250,Tia Budiawati,4 years ago,1 star,"There is nothing special to see, but it is a p …"
1251,Sultoni Mukhlis,3 years ago,1 star,The Yogya palace is divided in two (a front part where the chariots are shown and a rear part with the various rooms and gardens). Only the back part is recommended where there really is the story of what this kingdom was. At the front we also had a very bad experience with a guide who didn't know English.
1252,ROHATUL IMAM (IMAM),a year ago,1 star,"Keraton yogyakarta itu sejarah bangsa tempatnya luas, adem dan sakral, penduduknya sopan dan ramah, banyak wisatawannya, i love yogya"
1253,nurul fitri,a year ago,1 star,"Harus pakai guide, kalo gak ga ngerti apa2, ga dapet apa2 dan ga ada apa2 yg bisa dipetik. Maaf, saya juga sampe ga foto apa2 didalam."
1254,Siti Junainah,4 years ago,1 star,The Royal Palace in Yogyakarta is very different from what you imagined. The place i …
1255,Eka Adinia,4 years ago,1 star,Koleksi barang2 di sini cuma sedikit dan jarang dibersihkan. Dan tidak ada keterangan sejarah dari barang2 tsb.
1256,Lilik Robiyanti,4 years ago,1 star,Acara kantor cabang bank permata cabang AHM
1257,Frangipani Dananjaya,5 years ago,1 star,The interest of the place lies in the dance performances which take place between 10am and 12pm. Certain days only.
1258,Ivan Mat,3 years ago,1 star,It's not managed a …
1259,Setyo Gunawan,4 years ago,1 star,"I wasn't expecting any of that, but it was worse than my expectations. Only the dancer show with Indonesian music is nice. If you have a few days I would recommend going outside Yogyakarta."
1260,Trihono Hono,3 years ago,1 star,"Saya berkunjung ke sini awal tahun 2018 dengan istri. Harga tiketnya Rp 5.000 per orang, dan tambahan Rp 2.000 untuk izin berfoto-foto. Di pintu masuk langsung didatangi oleh seseorang yang mengaku sebagai Abdi Dalem dan menawarkan jasa …"
1261,Kharisma Elshadday,4 years ago,1 star,Not much to see. Sayang sekali museum tidak dipelihara dengan baik. Toilet kotor. Tapi harga tiket murah sekali. Jadi mungkin dana kurang utk menjaga dan mengelola tempatnya.
1262,Valentina Baldini,4 years ago,1 star,Gak ad guide yg responsif. Guide cuma mau nemani bule2 atau turis lokal yg datang rombongan. Padahal pengunjung yg dtg berasangan juga butuh penjelasan. G ad keterangan juga d masing2 kolekai jd qt yg dari luar g tau itu barang apaan …
1263,Langgeng S,5 years ago,1 star,"Ketika saya ke sana,tidak ada yang mengarahkan. Bagian keraton yang dibuka untuk umum hanya sedikit dan harus menyewa tour guide lagi bila ingin mendapatkan penjelasan lebih detail. Uang masuknya murah,namun tempat yang dibuka untuk umum …"
1264,"PITER, Jeffry",4 years ago,1 star,"There was very little historical material or sights to see.
It's just a palace that was used in the past. This is the data that is transmitted, and it see …"
1265,i i,6 years ago,1 star,"Tempat yang sangat bersejarah, sangat disayangkan kurang terawat, kotor dan gersang.
Lantainya kotor, barang-barang di musium kusam dan berdebu. Mohon pengelolaan …"
1266,Wayan Suci,5 months ago,1 star,"Tempatnya biasa aja
Tidak terlalu menarik
Ekspekstasi mengunjungi tempat ini bisa belajar banyak mengenai budaya kraton …"
1267,Titok Martha,2 years ago,1 star,"Admission IDR 15,000 per person, IDR 1,000 for photography.
The palace is not really spectacular. Not all rooms are accessible. We were there between 10am and 12pm. At this time there is traditional live music in a p …"
1268,Basir Muhamad,4 years ago,1 star,"for my part nothing crazy, in short a walk but nothing exceptional. what to say if you are there take a ride the entrance only costs 1 € / 20 euro cents parking. I confess that I was disappointed"
1269,Fajar Irawan,5 years ago,1 star,"terakhir berkunjung ke keraton 7 tahun yang lalu,waktu itu sekali bayar tiket  bisa langsung keliling komplek keraton yang cukup luas sekitar 1 KM,
Nah....kemarin pas kesana,pintu penghubung kompleknya ditutup,jika mau kesana …"
1270,Bambang Kusuma,3 years ago,1 star,Disini kita hanya lihat bangunan kraton &di dlm tak istimewa. Bagi yg ingin selfie ... ada beberapa tempat yg tdk boleh difoto. Guide yg biasanya menunggu tamu yg mau masuk... ternyata kadang2 terlalu melebih2-kan cerita. Mereka tdk 100% paham ttg kraton.
1271,Muh Asrori,4 years ago,1 star,"Karena citra dan tatanan keraton sudah jauh berbeda dengan aslinya,  sekarang hanya bangunan kosong dengan penjelasan tanpa ada benda sejarahnya."
1272,Lestari Indah,4 years ago,1 star,I had promised myself much more of it. 2 stars because of the singing and the music. The palace was boring and uninteresting. Not particularly lavish and few descriptions in English.
1273,minju sim,3 years ago,1 star,"The palace is not particularly worth seeing for western tourists. Uniforms, the sultan's work table, photos of the sultan, e.g. how he plays football and other everyday objects. The palace looked in need of renovation and some of i …"
1274,Supri Hanto,5 years ago,1 star,Kok kotor ya ? Jalanan macet mulai dari Solo. Pak Gubernur tolong dibangun tol dong ??? Masak Surabaya-Solo via tol baru 2.5 jam = Solo-Jogja 2.5 jam juga. Gak worthed
1275,Ahmad Musaddad,5 years ago,1 star,"You can look at it, but you're not overwhelmed. Gamelan Orchestra is quite nice to watch, not particularly suited to western ears, but has great instruments.
The water palace is still quite f …"
1276,Muslim Famili,4 years ago,1 star,"Petugas parkirnya ga ada info, parah... 🙀
Keratonnya udah tutup masih ditagih parkir juga, padahal tulisannya jelas parkir keraton bukan parkir alun alun. Mau duitnya ga mau berkahnya, okey fine!!! 👌 …"
1277,Bobby Chua,3 years ago,1 star,"Sekarang kurang terawat, lantai terlihat kotor seperti tak disapu berhari2.... banyak kotoran kelelawar dan baunya sangat mengganggu.."
1278,omg Xio Mi,4 years ago,1 star,"I was free, so I went. There are many people. There are souvenir s …"
1279,Widawati Wati,5 years ago,1 star,Sebaiknya diperbaiki kembali tulisan2 keterangan sejarah karena banyak yang rusak. Sudah banyak yang berubah dibandingkan 10 tahun lalu.
1280,Muhammad Bahrudin,4 years ago,1 star,"Tempat ini memiliki area yang sangat terbatas untuk dikunjungi, minimnya informasi mengenai area yang dikunjungi dan terkesan kurang memiliki unsur edukasi."
1281,Pongki Moerano,5 years ago,1 star,Terakhir kesana koleksi kereta udah gak ada terus aroma kotoran burung mengganggu
1282,ajisaka babog,4 years ago,1 star,"Very precarious, the museum is old and with little information and details, the dirt streets are neglected, the statues are very good but they can ha …"
1283,Miftahul Ulum,5 years ago,1 star,Nothing special. Nice to visit when you are in the area. Don't drive 2 hours for this palace. We go around in 4 minutes
1284,shaka pramunanda,4 years ago,1 star,belum bisa masuk lagi ada persiapan event maulid nabi..jd gabisa keliling kraton dech..😣 …
1285,Eko Wahyudi,5 years ago,1 star,"Kecewa bgt kesini krn barang2 yg dipamerkan minimalis bgt, bahkan cm ada bbrp foto aja utk keterangan, i mean, jumlah foto yg ada ga mumpuni menurutku.. syedih ga kerasa kyk ke keraton jdnyaa"
1286,Rita Figueiredo,3 years ago,1 star,Suasananya berkesan tidak terawat. Banyak debu dan toiler gelap tidak ada penerangan nya.
1287,Han-Sheng Tseng,3 years ago,1 star,"Dijadwal tutup jam 2, kesana jam 1 loket udah tutup"
1288,Wiwin Wahyuningtyas,6 months ago,1 star,"Tidak terlalu spesial. Bagi yang penasaran, atau merasa kurang lengkap jika ke jogja tidak berkunjug ke keraton ya silahkan dicoba"
1289,shadow black,4 years ago,1 star,"Kotor, di dalam keratonnya berdebu dan beraroma tidak sedap. Tong sampah kurang banyak tersedia. Artistiknya kurang."
1290,Muhammad dj,4 years ago,1 star,The Sultan's Palace.. The o …
1291,Evy Astriani,5 years ago,1 star,Di rest area Jalan Tol tetapi ke toilet harus bayar terutama di bagian belakang
1292,Ati Siswati,4 years ago,1 star,"It's a bit disappointing about the price of sidewalk food, it doesn't taste right …"
1293,Natanael Sintoro,3 years ago,1 star,kotor dan jorok umumnya keraton di jawa.parkir mahal banyak kaki lima ngk tertib .
1294,Martin Heinz,4 years ago,1 star,Membosankan bagi yang tidak suka history. Minim guide jadi harus nyari-nyari informasi sendiri.
1295,mirza albisyari,4 years ago,1 star,Bbrpa spot tidak terawat dan kotor. Tempat terkesan kuno dan kurang perawatan
1296,Iswanto Mbul,5 years ago,1 star,Kurang banyak keterangan di dalam museum.. Lantai kotor
1297,Bang Bros,4 years ago,1 star,Lalu lintasnya ruwet. Isinya B aja. Becak2nya suka tipu2. Gak lagi!
1298,Tri Sumaryono,5 years ago,1 star,"Nothing special, but if you're around you don't miss a visit as the ticket costs less than €1."
1299,fian_ fahruddin,5 years ago,1 star,"Not really special. But if you have time, you can take a look inside"
1300,Tira Ambarwati,3 years ago,1 star,hrs nya ada angkutan buat siswa sekolah yg berkunjung
1301,Manuel Guerreiro,4 years ago,1 star,"I was disappointed, nothing is highlighted. 'You can skip it if you don't have a lot of time
This place looks more like a cash drawer than a temple"
1302,edi supriadi,4 years ago,1 star,Too bad there is no information or guide on site to deepen the history of the sultanate
1303,Harish babU,4 years ago,1 star,Orang yg tidak suka pada tempat ini karena orang tsb tidak suka pada sejarah
1304,M FAREL Al HANAN,2 years ago,1 star,"They are the palace gardens, nothing more. It's nice to see but it's not worth the expectation eithe …"
1305,Santi Nurcholisa Aisyah,3 years ago,1 star,"Not much to see, more to know the history of Sutan."
1306,Hj Siti,4 years ago,1 star,Macet banget dan jalan banyak yang di tutup jadi harus puter2
1307,Lamarta gites etc.,4 years ago,1 star,"The only thing worth noting here is a couple of old cars, because the place looks like a barracks and there is noth …"
1308,Juanda Siahaan,5 years ago,1 star,keren
1309,Malang Kediri,4 years ago,1 star,Alun2 utara bukan milik rakyat lagi
1310,Bgwest Prog99,4 years ago,1 star,"Kesini tutup , gak tau alasannya apa 🥲 …"
1311,Ria Liu,3 years ago,1 star,"Little to see, only go there if you have time to spare in yogyacarta."
1312,Hernita oktavia,5 years ago,1 star,"Unfortunately, something went wrong. Much was closed due to renovation  …"
1313,Hafizah Khaira,5 years ago,1 star,Not worth it. They will show you all the king's paraphernalia and the patios are very abandon …
1314,Gede Yudi,4 years ago,1 star,Tempat yang lumayan bagus untuk menambah keingintahuan tentang jogja
1315,Hilman Thea (HiLLzX),5 years ago,1 star,Kurang terawat. Tidak banyak yg bisa dilihat
1316,Asyraf El dzaky,6 years ago,1 star,"Tempat terlalu monotone, tidak ada perubahan, kirang perawatan"
1317,Harli Saputra,3 years ago,1 star,"Unfortunately, there are not many accessible areas and the informational material is only in Baha …"
1318,Muj Jiat,4 years ago,1 star,tetap prokes utk pengunjung ya
1319,DEWI SITI AMINAH,4 years ago,1 star,"Menyenangkan,pingin kesana lagi karena masih belum lengkap keliling keraton"
1320,Surono,2 years ago,1 star,"If you have time to spare, go see it. It has nothing interesting."
1321,Priyo Supriyanto Supriyanto,4 years ago,1 star,"Kurang suka, penataannya gak rapi, kotor..."
1322,Aldo mahendra 03,5 years ago,1 star,It is a place that requ …
1323,Emmy Wahyuni,5 years ago,1 star,"Of all the places in the area one of the least significant, I personally wouldn't  …"
1324,Ahmad Ahmad,5 years ago,1 star,Nice sight not overly worth it.
1325,aprilia ekazahra,4 years ago,1 star,😊😊😊😊😊 …
1326,Jafar Syarif,3 years ago,1 star,Agak susah anak millenials menyukai
1327,Bakti Satria,a week ago,1 star,I found myself mediocre. Not much to see....u …
1328,Misar Al Khaff,4 years ago,1 star,Kurang menarik karena kurang terawat
1329,Abdullah Muttaqin,4 years ago,1 star,It's a big disappointment. It's all messy and it's quite left.
1330,mas gall,4 years ago,1 star,"di sekitar kraton banyak obyek wisata, kerajinan dan kuliner"
1331,I WAYAN RENO ARDIKA,3 years ago,1 star,Kurang bersih.. gak kayak solo
1332,Devin Ardiansyah,4 years ago,1 star,In very bad condition. They are not prepared for foreign visits
1333,dita tatik,5 years ago,1 star,Tempat untuk belajar adat jaman old
1334,Panji Sultan,4 years ago,1 star,"Kebersihannya kurang, bangunanya kurang dirawat.."
1335,Eko Wibowo,4 years ago,1 star,Mulai pudar kbdynnya... prl dtngktkn lg
1336,Ririt !,4 years ago,1 star,gol
1337,Mindo Jernita Hutagalung,6 years ago,1 star,"Tempatnya kurang bersih, banyak debu"
1338,Aulia Solo,4 years ago,1 star,"kurang bebas, semua dilarang"
1339,zahra nurfitri,4 years ago,1 star,Tempat adem.nunggu buka jam 10
1340,Ari Komarayani,4 years ago,1 star,SEKARANG TAMBAH KOTOR DAN PARKIR MAHAL
1341,Rizal Okta,3 years ago,1 star,Tempat bersejarah
1342,Atina Nisfan,5 years ago,1 star,tempat parkirnya membingungkan
1343,Niccolò Lubrini,3 years ago,1 star,Wara wiri gk jelas 🤣 …
1344,Donie Prihandono,4 years ago,1 star,Wow
1345,Putra Surianto,4 years ago,1 star,Uninteresting. not very pretty
1346,chanel 11,4 years ago,1 star,It's nothing....I don …
1347,novia calistaevelin,5 years ago,1 star,Biasanha aja sih
1348,Syamsul Bahri Abbas,5 years ago,1 star,Disappointed .... poorly maintained an …
1349,Sumaryono Bethet,4 years ago,1 star,Banyak yg kosong apa yg di liat
1350,Wong Nusantara,a year ago,1 star,Seadanya dan kurang terawat.
1351,Yogie Priyo,7 years ago,1 star,Kurang terawat
1352,Genteng Stone Center,5 years ago,1 star,Nyamannn
1353,Noer Wirawan,4 years ago,1 star,Kurang terawat
1354,Hardi Tua,5 years ago,1 star,Penjaganya ketus
1355,Jumari001 Denmas,2 years ago,1 star,Rumah makan padang
1356,Dwi Purwanto,4 years ago,1 star,kurang terawat
1357,Novi Montana,6 years ago,1 star,Perawatan kurang
1358,ridwan rais,4 years ago,1 star,Back to the glory days
1359,Kiyah Sari,6 years ago,1 star,"Unfortunately, there isn't much to see here."
1360,Rahmat Bhany,5 years ago,1 star,Masih tutup
1361,Sudarmanto Manto,5 years ago,1 star,Uh nothing to see really
1362,Ning Anant,5 years ago,1 star,It doesn't break bricks
1363,Ismi Putri,4 years ago,1 star,I would call it the Seedy Palace of Yogyakart …
1364,Jimmy Yii,3 years ago,1 star,Kotor...
1365,Fairel ageng baihaqi_10,4 years ago,1 star,He supports wit …
1366,Ayu Dini Nurrohmah,3 years ago,1 star,Biasa saja
1367,Ima Rokayani,4 years ago,1 star,Membosankan
1368,Kopi Gaming,5 years ago,1 star,tempat yang unik
1369,Noor Wahid,4 years ago,1 star,Tidak dirawat
1370,Masykur ghani Avecena,5 years ago,1 star,Syarat dengan sejarah
1371,Aditya Wardhani,4 years ago,1 star,Sederhana
1372,AE Family,4 years ago,1 star,Bagus
1373,Mila Anggraeni,4 years ago,1 star,Jauh
1374,tata supranto,4 years ago,1 star,Gersang
1375,aadika s,4 years ago,1 star,Stud …
1376,azzahra naomi aurellia,4 years ago,1 star,Okay....
1377,Titik Yuliana,4 years ago,1 star,Pretty  …
1378,wiwid ardhianto,4 years ago,1 star,Sering lewat
1379,Ririn Widiastuti,5 years ago,1 star,Jalan jalan
1380,Al Kindy Sandyfila,5 years ago,1 star,Soso
1381,Ndog,3 weeks ago,1 star,Lama bgt pelayananya
1382,perenx juranx,4 years ago,1 star,It leaves a lot to be desired. Compared to temples this is absolutely dispensable.
1383,Xavi Valdés,5 years ago,1 star,"The palace seems to be grouped into two paid sections. Both cost 15 K to enter. The first includes the royal carriages and an inside area with some artefacts. This is located opposite the parade ground. Going to the second palace, it …"
1384,Asyukhbatur Rohimah,5 years ago,1 star,"Disappointing, only a couple of buildings open to the public with very little to see, no info in English.
Big gardens and men who forbid you to wear a sun hat at the hottest time of the …"
1385,David Ženíšek,5 years ago,1 star,"there was in the main street, so i just looked around. its quite small to be called a palace. various artifacts were displayed and hats should not be worn."
1386,Anjas Kotagede / Nadial Khusna,4 years ago,1 star,"Nice to here come once or twice to learn about history. They have display of varieties of items, heirlooms, etc. Quite hot and dusty sadly. In summer it's really hot like crazy. But i guess it's better than you got soaked wet during rainy …"
1387,Benedictus Sudibyo,3 years ago,1 star,"This should be a good place to learn about the history of sultan. But inside the palace is not quite clean. The floor is full of dust (-1), and the objects seem not to be cared (-1). Anyway, the ticket seller is so friendly :)"
1388,Budi Supriatna,4 years ago,1 star,"There are certain timings when you can catch live performances, but the architecture itself is so-so. Get a guide if you want a bit of history, otherwise you can walk around by yourself too"
1389,Parijan Keris,a year ago,1 star,"The seat of Yogya's Sultan. I learnt quite a bit about yogyakarta's culture, history and royal family during my visit there. Unfortunately, the main inner quadrant was closed from the public when we were there."
1390,Junan R,4 years ago,1 star,"Nice place; yet bit overrated in term of attractiveness; this place owns thousands of stories, culture, insights yet somehow it become less historic. Something missing. I don’t know. …"
1391,D _,5 years ago,1 star,"There are no explanations the palace so if you walk by yourself there won’t be nothing much to learn about. But maybe there is nothing much for you to know too. The entrance fee was 10,000 with 1,000 per camera or HP."
1392,Galang Rambu,5 years ago,1 star,There are two entrances to Kraton. The right one is 15000 IDR entrance fee. The other is 9000 IDR. A lot of museums. A show is with traditional music. There are some big trees that will catch your eyes. …
1393,Arip Rifay,5 years ago,1 star,close every monday
1394,Raffi Arya,3 years ago,1 star,I enjoyed the traditional dance/performance but not so much of the place.
1395,HENDRA SS,3 years ago,1 star,"Worth visiting it ONLY if you come between 11am to 11:50am during the 50-min traditional Javanese dancing performance, if not, really nothing to see other than some introdution of recent Sultan King (no English, can only guess or google …"
1396,Yani Yola,5 years ago,1 star,Interesting place! But wish there were more descriptions of things around the palace and in english as well! Had to pay more money for a tour guide
1397,Ovi Setiawaty,3 years ago,1 star,They had good information about the history from the palace.i think they should make paying the palace make more easeir.
1398,SAHABAT Om.G,3 years ago,1 star,The palace seems to have a lot of history. I found the most interesting display to be the traditional Sudan clothes in the main pavilion. It would be a great combination trip to Taman Sari.
1399,agus susanto,4 years ago,1 star,Kraton of Yogyakarta is a palace complex located in the heart of Yogyakarta. Built in 1755 by Prince Mangkubumi was later called Sri Sultan Hamengkubuwono. Fascinating Javanese heritage.
1400,jacub sutisna,3 years ago,1 star,"Palace of Jogja sultan. Clean, well organizesd. On the day we went, there was live music performance from 10am-12 pm. We paid 32,000 rupiah for foreigner entrance fee and fee for taking picture. Tour guide fee is paid extra."
1401,Iqbal Dwiyansyah Izuddin,a year ago,1 star,it's ok. You see the original deutch caravans. 15k entry.
1402,Touring Tuli by Harcen,6 years ago,1 star,We didn't find it too exciting. A lot of elementary school students on school trip had great experience inside the keraton.
1403,Asep Kadarsani,4 years ago,1 star,Good to spend some time but nothing special
1404,NININGj RAKANTI,5 years ago,1 star,"If you are at Yogyakarta it's a recommend place as I've read being there but I have to tell, at least for me, it's not big deal. If I hadn't been I would go if been near of the place."
1405,Muhammad dwi septiawan,5 years ago,1 star,"Well, a bit boring place- not much to see."
